,annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
27027,2016,Cancers,Cancer du sein de la femme,,CAN_SEI_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1910.0,681020.0,0.002805,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
27047,2016,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,MCV_EPU_IND,Embolie pulmonaire,99,999,940.0,213260.0,0.004417,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27050,2016,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,320.0,213260.0,0.001515,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
27062,2016,Cancers,Cancer du sein de la femme,Cancer du sein de la femme sous surveillance,CAN_SEI_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1030.0,467760.0,0.002204,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
27080,2016,Diabète,Diabète,Diabète,DIA_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7940.0,3662890.0,0.002167,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
27085,2016,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
27095,2016,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
27120,2016,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,12060.0,89490.0,0.134794,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
27128,2016,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,270.0,89490.0,0.003028,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
27129,2016,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,220.0,89490.0,0.002458,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
27146,2016,Insuffisance rénale chronique terminale,Dialyse chronique,Dialyse chronique,IRT_DCH_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,270.0,50190.0,0.00528,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27178,2016,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,MCV_EPU_IND,Embolie pulmonaire,99,999,20.0,3330.0,0.006002,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27206,2016,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,5700.0,868650.0,0.006565,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
27209,2016,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2680.0,868650.0,0.00309,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
27249,2016,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,144720.0,703430.0,0.20574,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
27259,2016,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,11430.0,703430.0,0.016255,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27268,2016,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,56160.0,356040.0,0.157729,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
27282,2016,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1250.0,356040.0,0.003508,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27294,2016,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1580.0,41800.0,0.037704,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27303,2016,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,250.0,41800.0,0.005861,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
27310,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,216980.0,826150.0,0.262641,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
27323,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,6190.0,826150.0,0.007496,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
27329,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque aiguë,MCV_ICA_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,62350.0,186390.0,0.33453,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27339,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque aiguë,MCV_ICA_AIG,MCV_EPU_IND,Embolie pulmonaire,99,999,1710.0,186390.0,0.009164,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27349,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,154630.0,639760.0,0.241697,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27356,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,MCV_EPU_IND,Embolie pulmonaire,99,999,4490.0,639760.0,0.00701,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27358,2016,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2880.0,639760.0,0.004506,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
27393,2016,Maladies cardioneurovasculaires,Maladie coronaire,Maladie coronaire chronique,MCV_SCO_CHR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,298310.0,1884180.0,0.158324,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27401,2016,Maladies cardioneurovasculaires,Maladie coronaire,Maladie coronaire chronique,MCV_SCO_CHR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,13320.0,1884180.0,0.007068,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
27403,2016,Maladies cardioneurovasculaires,Maladie coronaire,Maladie coronaire chronique,MCV_SCO_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7880.0,1884180.0,0.00418,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
27424,2016,Maladies cardioneurovasculaires,Maladie coronaire,Syndrome coronaire aigu,MCV_SCO_AIG,MCV_EPU_IND,Embolie pulmonaire,99,999,350.0,95610.0,0.003692,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27462,2016,Maladies cardioneurovasculaires,Troubles du rythme ou de la conduction cardiaque,Troubles du rythme ou de la conduction cardiaque,MCV_TRC_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,14120.0,1633050.0,0.008648,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27464,2016,Maladies cardioneurovasculaires,Troubles du rythme ou de la conduction cardiaque,Troubles du rythme ou de la conduction cardiaque,MCV_TRC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,9620.0,1633050.0,0.005891,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27483,2016,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,4590.0,569250.0,0.008058,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
27485,2016,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,2280.0,569250.0,0.004011,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
27486,2016,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1820.0,569250.0,0.003195,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
27490,2016,Maladies inflammatoires ou rares ou infection VIH,,,IRV_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,117120.0,1161400.0,0.10084,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
27505,2016,Maladies inflammatoires ou rares ou infection VIH,,,IRV_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1930.0,1161400.0,0.001658,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
27524,2016,Maladies inflammatoires ou rares ou infection VIH,Infection par le VIH,Infection par le VIH,INF_VIH_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,190.0,139080.0,0.00138,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
27559,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,IFL_AUT_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,800.0,198000.0,0.004015,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27585,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,IFL_MIC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,380.0,246190.0,0.001543,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27601,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1050.0,273920.0,0.003848,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
27602,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,760.0,273920.0,0.002764,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27603,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,560.0,273920.0,0.002048,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
27609,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,IFL_SPA_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,17940.0,195050.0,0.091985,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27646,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,,RAR_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,230.0,167280.0,0.001387,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
27650,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,4660.0,48170.0,0.096656,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27669,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,70.0,48170.0,0.001391,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
27673,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Maladies métaboliques héréditaires ou amylose,RAR_MMH_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,10660.0,111190.0,0.095872,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
27687,2016,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Maladies métaboliques héréditaires ou amylose,RAR_MMH_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,180.0,111190.0,0.001592,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
27724,2016,Maladies neurologiques,,,NEU_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,6680.0,1752480.0,0.003809,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
27726,2016,Maladies neurologiques,,,NEU_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,3580.0,1752480.0,0.002044,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
27758,2016,Maladies neurologiques,Démences (dont maladie d'Alzheimer),Démences (dont maladie d'Alzheimer),NEU_DEM_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1980.0,753680.0,0.00262,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27791,2016,Maladies neurologiques,Maladie de Parkinson,Maladie de Parkinson,NEU_PRK_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1030.0,261290.0,0.003931,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27834,2016,Maladies neurologiques,Sclérose en plaques,Sclérose en plaques,NEU_SEP_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,130.0,105160.0,0.001198,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27874,2016,Maladies psychiatriques,,,PSY_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,9290.0,2410190.0,0.003854,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
27877,2016,Maladies psychiatriques,,,PSY_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,5540.0,2410190.0,0.002299,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
27894,2016,Maladies psychiatriques,Autres troubles psychiatriques,Autres troubles psychiatriques,PSY_AUT_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1380.0,461930.0,0.002987,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27897,2016,Maladies psychiatriques,Autres troubles psychiatriques,Autres troubles psychiatriques,PSY_AUT_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,790.0,461930.0,0.001715,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
27904,2016,Maladies psychiatriques,Déficience mentale,Déficience mentale,PSY_DME_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,9780.0,139300.0,0.070214,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
27918,2016,Maladies psychiatriques,Déficience mentale,Déficience mentale,PSY_DME_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,150.0,139300.0,0.001077,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
27938,2016,Maladies psychiatriques,Troubles addictifs,Troubles addictifs,PSY_ADD_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1510.0,426370.0,0.003544,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
27980,2016,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,30.0,168280.0,0.000149,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
27981,2016,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,20.0,168280.0,0.000101,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
27989,2016,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,38560.0,450430.0,0.085595,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
28004,2016,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1080.0,450430.0,0.0024,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28005,2016,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,970.0,450430.0,0.002156,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
28024,2016,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,8990.0,3590060.0,0.002504,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
28041,2016,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,MCV_EPU_IND,Embolie pulmonaire,99,999,340.0,1317890.0,0.000256,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
28062,2016,"Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire",POP_TOT_ABS,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,35077010.0,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
28071,2016,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",TAA_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,,1316420.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
28112,2016,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,10280.0,7336300.0,0.001401,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
28126,2016,Traitements du risque vasculaire (hors pathologies),Traitements hypolipémiants (hors pathologies),Traitements hypolipémiants (hors pathologies),TFC_LIP_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,7090.0,3489520.0,0.002032,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28142,2016,Traitements psychotropes (hors pathologies),,,TPS_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,10910.0,5856660.0,0.001863,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
28149,2016,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,303330.0,2927730.0,0.103606,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
28159,2016,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,9100.0,2927730.0,0.003108,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28180,2016,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,16430.0,3223720.0,0.005098,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28182,2016,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7140.0,3223720.0,0.002215,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
28198,2016,Traitements psychotropes (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),TPS_HYP_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,9970.0,1619570.0,0.006154,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28200,2016,Traitements psychotropes (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),TPS_HYP_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,3510.0,1619570.0,0.002167,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
28208,2016,Traitements psychotropes (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),TPS_NLE_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,31570.0,326750.0,0.096631,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
28246,2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,5680.0,1634700.0,0.003474,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
28253,2015,Cancers,,,CAN_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,361610.0,3028430.0,0.119405,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
28277,2015,Cancers,Autres cancers,,CAN_AUT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,6400.0,1592000.0,0.004021,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28295,2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,8210.0,764590.0,0.01074,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28316,2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,4520.0,827410.0,0.005462,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28324,2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,55170.0,130200.0,0.423708,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
28346,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,35160.0,84810.0,0.41451,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
